attribute_id,name,sequence,code
Power Input Connector,4-pin Terminal Block,90,4pin_terminal_block
Power Input Connector,4-pin Terminal Block (Optional),100,4pin_terminal_block_optional
Power Input Connector,2 4-pin Terminal Block,110,2_4pin_terminal_block
Power Input Connector,5-pin Terminal Block,120,5pin_terminal_block
Power Input Connector,5-pin USB Mini,130,5pin_usb_mini
Power Input Connector,6-pin Terminal Block,140,6pin_terminal_block
Power Input Connector,20-pin ATX,150,20pin_atx
Power Input Connector,24-pin ATX,160,24pin_atx
Power Input Connector,9-48 VDC,170,948_vdc
Power Input Connector,100-240 VAC,180,100240_vac
Power Input Connector,C13-C14 Coupler,190,c13c14_coupler
Power Input Connector,DC Jack,200,dc_jack
Power Input Connector,M12,210,m12
Power Input Connector,PoE PD 802.3at (Optional),,poe_pd_8023at_optional
Processor,NVIDIA® Jetson AGX Xavier,1170,nvidia_jetson_agx_xavier
Processor,AM3352,10,am3352
Processor,AMD EPYC™ 7282,20,amd_epyc_7282
Processor,AMD EPYC™ 7452,30,amd_epyc_7452
Processor,AMD Fusion T40E,40,amd_fusion_t40e
Processor,AMD Fusion T56N,50,amd_fusion_t56n
Processor,AMD GX-210HA,60,amd_gx210ha
Processor,AMD GX-217GA,70,amd_gx217ga
Processor,AMD GX-415GA,80,amd_gx415ga
Processor,AMD GX-420CA,90,amd_gx420ca
Processor,AMD R-272F,100,amd_r272f
Processor,AMD R-464L,110,amd_r464l
Processor,AMD Ryzen,120,amd_ryzen
Processor,AMD Ryzen™ 3 4300U,130,amd_ryzen_3_4300u
Processor,AMD Ryzen™ 5 3600,140,amd_ryzen_5_3600
Processor,AMD Ryzen™ 7 3700X,150,amd_ryzen_7_3700x
Processor,AMD Ryzen™ 7 4800U,160,amd_ryzen_7_4800u
Processor,"AMD Ryzen™ 7 4800U, AMD Ryzen V2516, AMD Ryzen V2718",165,"amd_ryzen™_7_4800u,_amd_ryzen_v2516,_amd_ryzen_v2718"
Processor,AMD Ryzen™ 9 3900X,170,amd_ryzen_9_3900x
Processor,AMD Ryzen™ 9 3950X,180,amd_ryzen_9_3950x
Processor,AMD Ryzen™ Embedded V1605B,190,amd_ryzen_embedded_v1605b
Processor,AMD Ryzen™ R1505G,200,amd_ryzen_r1505g
Processor,AMD Ryzen™ V1605B,210,amd_ryzen_v1605b
Processor,AMD Ryzen™ V1807B,220,amd_ryzen_v1807b
Processor,Broadcom BCM2711 with ARM Cortex-A72,230,broadcom_bcm2711_with_arm_cortexa72
Processor,Cortex-A7,240,cortexa7
Processor,Cortex-A8,250,cortexa8
Processor,Cortex-A9,260,cortexa9
Processor,Freescale Cortex-A8 iMX537,270,freescale_cortexa8_imx537
Processor,Freescale i.MX6,280,freescale_imx6
Processor,Intel 11th Gen (Tiger Lake-UP3),290,intel_11th_gen_tiger_lakeup3
Processor,Intel 12th Gen Alder Lake-N<br>Intel N97<br>Intel N200<br>Intel Atom x7425E (w/ Intel TSN; TCC support)<br>Intel i3-N305,,intel_12th_gen_alder_laken<br>intel_n97<br>intel_n200<br>intel_atom_x7425e_w/_intel_tsn;_tcc_support<br>intel_i3n305
Processor,Intel 8th Gen (Whiskey Lake-U),300,intel_8th_gen_whiskey_lakeu
Processor,Intel 8th/9th Gen (Coffee Lake),310,intel_8th9th_gen_coffee_lake
Processor,Intel Alder Lake Core i3/i5/i7/i9,320,intel_alder_lake_core_i3i5i7i9
Processor,Intel Alder Lake 12th Gen Celeron 7305E,322,intel_alder_lake_12th_gen_celeron_7305e
Processor,Intel Alder Lake 12th Gen i3-1220PE,324,intel_alder_lake_12th_gen_i31220pe
Processor,Intel Alder Lake 12th Gen i5-1250PE,326,intel_alder_lake_12th_gen_i51250pe
Processor,Intel Alder Lake 12th Gen i7-1270PE,328,intel_alder_lake_12th_gen_i71270pe
Processor,Intel Atom D2500,330,intel_atom_d2500
Processor,Intel Atom D2550,340,intel_atom_d2550
Processor,Intel Atom D2700,350,intel_atom_d2700
Processor,Intel Atom D525,360,intel_atom_d525
Processor,Intel Atom E3815,370,intel_atom_e3815
Processor,Intel Atom E3826,380,intel_atom_e3826
Processor,Intel Atom E3845,390,intel_atom_e3845
Processor,Intel Atom E3930,400,intel_atom_e3930
Processor,Intel Atom E3940,410,intel_atom_e3940
Processor,Intel Atom E3950,420,intel_atom_e3950
Processor,Intel Atom N2600,430,intel_atom_n2600
Processor,Intel Atom N270,440,intel_atom_n270
Processor,Intel Atom N2800,450,intel_atom_n2800
Processor,Intel Atom x6211E,460,intel_atom_x6211e
Processor,Intel Atom x6425E,470,intel_atom_x6425e
Processor,Intel Alder Lake 12th Gen Celeron 7305,471,intel_alder_lake_12th_gen_celeron_7305
Processor,Intel Alder Lake 12th Gen i3-12300HL,472,intel_alder_lake_12th_gen_i312300hl
Processor,Intel Alder Lake 12th Gen i5-12600HL,473,intel_alder_lake_12th_gen_i512600hl
Processor,Intel Alder Lake 12th Gen i7-12800HL,474,intel_alder_lake_12th_gen_i712800hl
Processor,Intel Broadwell,480,intel_broadwell
Processor,Intel Celeron 1020E,490,intel_celeron_1020e
Processor,Intel Celeron 1037U,500,intel_celeron_1037u
Processor,Intel Celeron 1047UE,510,intel_celeron_1047ue
Processor,Intel Celeron 2980U,520,intel_celeron_2980u
Processor,Intel Celeron 3955U,530,intel_celeron_3955u
Processor,Intel Celeron 827E,540,intel_celeron_827e
Processor,Intel Celeron 847,550,intel_celeron_847
Processor,Intel Celeron G1820TE,560,intel_celeron_g1820te
Processor,Intel Celeron J1900,570,intel_celeron_j1900
Processor,Intel Celeron N2820,580,intel_celeron_n2820
Processor,Intel Celeron N2930,590,intel_celeron_n2930
Processor,Intel Celeron N2980U,600,intel_celeron_n2980u
Processor,Intel Celeron N3150,610,intel_celeron_n3150
Processor,Intel Celeron N3160,620,intel_celeron_n3160
Processor,Intel Celeron N3350,630,intel_celeron_n3350
Processor,Intel Celeron N4200,640,intel_celeron_n4200
Processor,Intel Celeron N6211,650,intel_celeron_n6211
Processor,Intel Comet Lake,660,intel_comet_lake
Processor,Intel Comet Lake Core i3/i5/i7/i9,670,intel_comet_lake_core_i3i5i7i9
Processor,Intel Core 2980U,680,intel_core_2980u
Processor,Intel Core i i3-3217U,690,intel_core_i_i33217u
Processor,Intel Core i i5-520M,700,intel_core_i_i5520m
Processor,Intel Core i i7-2610UE,710,intel_core_i_i72610ue
Processor,Intel Core i3 to i9 13th Gen,715,intel_core_i3_to_i9_13th_gen
Processor,Intel Core i3-3217U,720,intel_core_i33217u
Processor,Intel Core i3-4000M,730,intel_core_i34000m
Processor,Intel Core i3-4010U,740,intel_core_i34010u
Processor,Intel Core i3-4330TE,750,intel_core_i34330te
Processor,Intel Core i3-5010U,760,intel_core_i35010u
Processor,Intel Core i3-6100U,770,intel_core_i36100u
Processor,Intel Core i3-7100U,780,intel_core_i37100u
Processor,Intel Core i3-8145UE,790,intel_core_i38145ue
Processor,Intel Core i5 4200M,800,intel_core_i5_4200m
Processor,Intel Core i5-3427U,810,intel_core_i53427u
Processor,Intel Core i5-3610ME,820,intel_core_i53610me
Processor,Intel Core i5-4200M,830,intel_core_i54200m
Processor,Intel Core i5-4250U,840,intel_core_i54250u
Processor,Intel Core i5-4300U,850,intel_core_i54300u
Processor,Intel Core i5-4570TE,860,intel_core_i54570te
Processor,Intel Core i5-5300U,870,intel_core_i55300u
Processor,Intel Core i5-6300U,880,intel_core_i56300u
Processor,Intel Core i5-7300U,890,intel_core_i57300u
Processor,Intel Core i5-8265U,900,intel_core_i58265u
Processor,Intel Core i5-8365UE,910,intel_core_i58365ue
Processor,Intel Core i7-3517UE,920,intel_core_i73517ue
Processor,Intel Core i7-3610QE,930,intel_core_i73610qe
Processor,Intel Core i7-3612QM,940,intel_core_i73612qm
Processor,Intel Core i7-4650 or i5-4300U,950,intel_core_i74650_or_i54300u
Processor,Intel Core i7-4650U,960,intel_core_i74650u
Processor,Intel Core i7-4700EQ,970,intel_core_i74700eq
Processor,Intel Core i7-4765T,980,intel_core_i74765t
Processor,Intel Core i7-4770TE,990,intel_core_i74770te
Processor,Intel Core i7-6600U,1000,intel_core_i76600u
Processor,Intel Core i7-8565U,1010,intel_core_i78565u
Processor,Intel Core i7-8665UE,1020,intel_core_i78665ue
Processor,Intel Core i7-8705G,1030,intel_core_i78705g
Processor,Intel Core i7-8809G,1040,intel_core_i78809g
Processor,Intel Haswell G3320TE,1050,intel_haswell_g3320te
Processor,Intel J3455,1060,intel_j3455
Processor,Intel Pentium J6425,1070,intel_pentium_j6425
Processor,Intel Pentium J6426,1080,intel_pentium_j6426
Processor,Intel Pentium N3710,1090,intel_pentium_n3710
Processor,Intel Pentium N4200,1100,intel_pentium_n4200
Processor,Intel Celeron N6211; Pentium J6426 (optional - contact us),1102,intel_celeron_n6211;_pentium_j6426_optional_contact_us
Processor,Intel Xeon D1541 Processor,1110,intel_xeon_d1541_processor
Processor,Intel Xeon E3-1240Lv3,1120,intel_xeon_e31240lv3
Processor,Intel Xeon E3-1265L v2,1130,intel_xeon_e31265l_v2
Processor,Intel Xeon E3-1275v3,1140,intel_xeon_e31275v3
Processor,Intel Xeon E3-1585 v5,1150,intel_xeon_e31585_v5
Processor,MTK6582,1160,mtk6582
Processor,NXP i.MX 6 DualLite,1180,nxp_imx_6_duallite
Processor,"Socket LGA 1700 - Raptor/Alder Lake S		",1184,"socket_lga_1700_raptor/alder_lake_s		"
Processor,VIA C7,1190,via_c7
Processor,VIA Eden ULV,1200,via_eden_ulv
Processor,VIA Eden X2,1210,via_eden_x2
Processor,VIA Nano E,1220,via_nano_e
Processor,VIA Nano ULV (U3300),1230,via_nano_ulv_u3300
Processor,VIA Nano X2 E (L4350E),1240,via_nano_x2_e_l4350e
Processor,VIA QuadCore E (L4700E),1250,via_quadcore_e_l4700e
Processor Family,AMD Embedded G-series,10,amd_embedded_gseries
Processor Family,AMD e-Ontario,20,amd_eontario
Processor Family,AMD EPYC™,30,amd_epyc
Processor Family,AMD Ryzen™,40,amd_ryzen
Processor Family,ARM,50,arm
Processor Family,Cortex-A9,60,cortexa9
Processor Family,Intel Atom,70,intel_atom
Processor Family,Intel Apollo Lake,80,intel_apollo_lake
Processor Family,Intel Arrandale,90,intel_arrandale
Processor Family,Intel Bay Trail,100,intel_bay_trail
Processor Family,Intel Braswell,110,intel_braswell
Processor Family,Intel Broadwell,120,intel_broadwell
Processor Family,Intel Haswell,130,intel_haswell
Processor Family,Intel Ivy Bridge,140,intel_ivy_bridge
Processor Family,Intel Sandy Bridge,150,intel_sandy_bridge
Processor Family,Intel Skylake,160,intel_skylake
Processor Family,VIA,170,via
Processor Features,Intel vPro®,60,intel_vpro
Processor Features,AMT Support,10,amt_support
Processor Features,ECC Memory Supported,20,ecc_memory_supported
Processor Features,Embedded Lifecycle,30,embedded_lifecycle
Processor Features,Embedded Options Available,40,embedded_options_available
Processor Features,Hyper-Threading Technology,50,hyperthreading_technology
Processor Generation,2nd Generation,10,2nd_generation
Processor Generation,3rd Generation,20,3rd_generation
Processor Generation,4th Generation,30,4th_generation
Processor Generation,5th Generation,40,5th_generation
Processor Generation,6th Generation,50,6th_generation
Processor Generation,7th Generation,60,7th_generation
Processor Generation,8th Generation,70,8th_generation
Processor Generation,9th Generation,80,9th_generation
Processor Generation,10th Generation,90,10th_generation
Processor Generation,Alder Lake,95,alder_lake
Processor Generation,Apollo Lake,100,apollo_lake
Processor Generation,Arrandale,110,arrandale
Processor Generation,Avoton,120,avoton
Processor Generation,Bay Trail,130,bay_trail
Processor Generation,Braswell,140,braswell
Processor Generation,Broadwell,150,broadwell
Processor Generation,Cascade Lake,160,cascade_lake
Processor Generation,Cedarview,170,cedarview
Processor Generation,Coffee Lake,180,coffee_lake
Processor Generation,Comet Lake,190,comet_lake
Processor Generation,Cortex-A7,200,cortexa7
Processor Generation,Cortex-A8,210,cortexa8
Processor Generation,Cortex-A9,220,cortexa9
Processor Generation,Elkhart Lake,230,elkhart_lake
Processor Generation,eOntario,240,eontario
Processor Generation,eTrinity,250,etrinity
Processor Generation,G Series,260,g_series
Processor Generation,Gold Processor Series,270,gold_processor_series
Processor Generation,Gold Series,280,gold_series
Processor Generation,Haswell,290,haswell
Processor Generation,Ivy Bridge,300,ivy_bridge
Processor Generation,Jetson AGX Xavier,310,jetson_agx_xavier
Processor Generation,Kabini SOC,320,kabini_soc
Processor Generation,Kaby Lake,330,kaby_lake
Processor Generation,Kaby Lake G,340,kaby_lake_g
Processor Generation,Penryn,350,penryn
Processor Generation,Pineview,360,pineview
Processor Generation,Raptor Lake (13th Gen),362,raptor_lake_13th_gen
Processor Generation,Raspberry Pi CM4,365,raspberry_pi_cm4
Processor Generation,Renoir,370,renoir
Processor Generation,Rome,380,rome
Processor Generation,Sandy Bridge,390,sandy_bridge
Processor Generation,Skylake,400,skylake
Processor Generation,Tiger Lake,410,tiger_lake
Processor Generation,Trinity,420,trinity
Processor Generation,Whiskey Lake,430,whiskey_lake
Processor Generation,Zen,440,zen
Processor Generation,Zen 2,450,zen_2
Processor Socket,AM4,10,am4
Processor Socket,AM4 PGA 1331,20,am4_pga_1331
Processor Socket,AMD R Series,30,amd_r_series
Processor Socket,FCBGA1449,40,fcbga1449
Processor Socket,FCBGA1528,50,fcbga1528
Processor Socket,FCLGA1151,60,fclga1151
Processor Socket,FCLGA1200,70,fclga1200
Processor Socket,FCLGA14C,80,fclga14c
Processor Socket,FCLGA1700,85,fclga1700
Processor Socket,FP6,90,fp6
Processor Socket,FS1R2,100,fs1r2
Processor Socket,G1 (rPGA988A),110,g1_rpga988a
Processor Socket,G2 (rPGA988B),120,g2_rpga988b
Processor Socket,G3 (rPGA947),130,g3_rpga947
Processor Socket,LGA1150,140,lga1150
Processor Socket,LGA1151,150,lga1151
Processor Socket,LGA1155,160,lga1155
Processor Socket,LGA1156,170,lga1156
Processor Socket,LGA1200,180,lga1200
Processor Socket,LGA1700,185,lga1700
Processor Socket,LGA3647,190,lga3647
Processor Socket,M (FCPGA478),200,m_fcpga478
Processor Socket,Onboard (BGA),210,onboard_bga
Processor Socket,SP3,220,sp3
Product Type,Component,10,component
Product Type,System,20,system
Product Type,Bundle,30,bundle
Product Type,Service,40,service
Product Type,Virtual,50,virtual
Product Type,Consumable,60,consumable
PSU Form Factor,AT/ATX,10,atatx
PSU Form Factor,ATX12V,20,atx12v
PSU Form Factor,ATX12V v1.0,30,atx12v_v10
PSU Form Factor,ATX12V v1.3,40,atx12v_v13
PSU Form Factor,ATX12V v2,50,atx12v_v2
PSU Form Factor,EPS12V,60,eps12v
PSU Form Factor,Small Form Factor - CFX,70,small_form_factor_cfx
PSU Form Factor,Small Form Factor - TFX,80,small_form_factor_tfx
PSU Form Factor,Small Form Factor - SFX,90,small_form_factor_sfx
PSU Modularity,Non-Modular,10,nonmodular
PSU Modularity,Semi-Modular,20,semimodular
PSU Modularity,Full-Modular,30,fullmodular
PSU Protection,BOP - Brown Out Protection,10,bop_brown_out_protection
PSU Protection,OCP - Over Current Protection,20,ocp_over_current_protection
PSU Protection,OPP - Over Power Protection,30,opp_over_power_protection
PSU Protection,OTP - Over Temperature Protection,40,otp_over_temperature_protection
PSU Protection,OVP - Over Voltage Protection,50,ovp_over_voltage_protection
PSU Protection,SCP - Short Circuit Protection,60,scp_short_circuit_protection
PSU Protection,UVP - Under Voltage Protection,70,uvp_under_voltage_protection
PSU Rails,+3.3V Rail,10,33v_rail
PSU Rails,+5V Rail,20,5v_rail
PSU Rails,+12V Rail,30,12v_rail
PSU Rails,Single-Rail,40,singlerail
PSU Rails,Multi-Rail,50,multirail
PSU Rating,80 PLUS,10,80_plus
PSU Rating,80 PLUS Bronze,20,80_plus_bronze
PSU Rating,80 PLUS Silver,30,80_plus_silver
PSU Rating,80 PLUS Gold,40,80_plus_gold
PSU Rating,80 PLUS Platinum,50,80_plus_platinum
PSU Rating,80 PLUS Titanium,60,80_plus_titanium
Public Destination,Not Public,,not_public
Public Destination,B2B,,b2b
Public Destination,B2C,,b2c
Public Destination,B2B + B2C,,b2b_b2c
Recommended Applications,Education,10,education
Recommended Applications,Government,20,government
Recommended Applications,Human Machine Interface,30,human_machine_interface
Recommended Applications,Image Processing,40,image_processing
Recommended Applications,Internet of Things,50,internet_of_things
Recommended Applications,Machine Vision,60,machine_vision
Recommended Applications,Medical / Medical Imaging,70,medical_medical_imaging
Recommended Applications,Network Attached Storage,80,network_attached_storage
Recommended Applications,Point-of-Use / Kiosk,90,pointofuse_kiosk
Recommended Applications,Surveillance / Security,100,surveillance_security
Recommended Applications,Thin Client,110,thin_client
Recommended Applications,Workstation,120,workstation
Regions,US,10,us
Regions,EU,20,eu
Regulatory Certifications,BSMI,10,bsmi
Regulatory Certifications,CAN ICES-003(A) / NMB-003(A) (Class A),12,can_ices003a_/_nmb003a_class_a
Regulatory Certifications,CCC,20,ccc
Regulatory Certifications,CE,30,ce
Regulatory Certifications,CISPR 11,40,cispr_11
Regulatory Certifications,CISPR 32,50,cispr_32
Regulatory Certifications,CISPR 32 / 35 (EN 55032 / EN 55035 Class A),54,cispr_32_/_35_en_55032_/_en_55035_class_a
Regulatory Certifications,CISPR 35,60,cispr_35
Regulatory Certifications,E-Mark,70,emark
Regulatory Certifications,EN 300 220-2,80,en_300_2202
Regulatory Certifications,EN 300 328,90,en_300_328
Regulatory Certifications,EN 300 440,100,en_300_440
Regulatory Certifications,EN 301 328,110,en_301_328
Regulatory Certifications,EN 301 489-1,120,en_301_4891
Regulatory Certifications,EN 301 489-17,130,en_301_48917
Regulatory Certifications,EN 301 489-52,135,en_301_48952
Regulatory Certifications,EN 301 893,140,en_301_893
Regulatory Certifications,EN 301 908-1,150,en_301_9081
Regulatory Certifications,EN 301 908-13,160,en_301_90813
Regulatory Certifications,EN 301 908-2,170,en_301_9082
Regulatory Certifications,EN 45545-2,180,en_455452
Regulatory Certifications,EN 50121-3-2,190,en_5012132
Regulatory Certifications,EN 50566,200,en_50566
Regulatory Certifications,EN 55011,210,en_55011
Regulatory Certifications,EN 55022,220,en_55022
Regulatory Certifications,EN 55024,230,en_55024
Regulatory Certifications,EN 55032,240,en_55032
Regulatory Certifications,EN 55035,250,en_55035
Regulatory Certifications,EN 60601-1-2,260,en_6060112
Regulatory Certifications,EN 60601-1-2 4th ed.,264,en_6060112_4th_ed.
Regulatory Certifications,EN 60950-1,270,en_609501
Regulatory Certifications,EN 60945 Ed. 4,274,en_60945_ed._4
Regulatory Certifications,EN 61373,280,en_61373
Regulatory Certifications,EN 62311:2020,284,en_62311:2020
Regulatory Certifications,EN 62368-1,290,en_623681
Regulatory Certifications,EN 63268-1,295,en_632681
Regulatory Certifications,Energy Star,300,energy_star
Regulatory Certifications,ETL,305,etl
Regulatory Certifications,ETL Listed Configurations available,310,etl_listed_configurations_available
Regulatory Certifications,ETSI EN 301 328,311,etsi_en_301_328
Regulatory Certifications,"ETSI EN 301 489 (parts 1, 17, 52)",312,"etsi_en_301_489_parts_1,_17,_52"
Regulatory Certifications,ETSI EN 301 893,313,etsi_en_301_893
Regulatory Certifications,ETSI EN 300 908,314,etsi_en_300_908
Regulatory Certifications,ETSI EN 301 908,315,etsi_en_301_908
Regulatory Certifications,ETSI EN 300 328,316,etsi_en_300_328
Regulatory Certifications,FCC 47 CFR Part 15 (Class A),317,fcc_47_cfr_part_15_class_a
Regulatory Certifications,FCC 47 CFR Part 15 Subpart B,320,fcc_47_cfr_part_15_subpart_b
Regulatory Certifications,FCC/CE Class B upon request,324,fcc/ce_class_b_upon_request
Regulatory Certifications,IEC 60050,330,iec_60050
Regulatory Certifications,IEC 60068-2-27,340,iec_60068227
Regulatory Certifications,IEC 60068-2-6,350,iec_6006826
Regulatory Certifications,IEC 60068-2-64,360,iec_60068264
Regulatory Certifications,IEC 60601-1-2 (4th edition),363,iec_6060112_4th_edition
Regulatory Certifications,IEC 60945,366,iec_60945
Regulatory Certifications,IEC 60945 Ed. 4,370,iec_60945_ed_4
Regulatory Certifications,IEC 60950-1,380,iec_609501
Regulatory Certifications,IEC 62368-1,390,iec_623681
Regulatory Certifications,IEC/UL/EN 62368-1,391,iec/ul/en_623681
Regulatory Certifications,ICES-003 Class A,392,ices003_class_a
Regulatory Certifications,EN IEC 61000-3-2,393,en_iec_6100032
Regulatory Certifications,cUL,394,cul
Regulatory Certifications,IEC,395,iec
Regulatory Certifications,ISED,400,ised
Regulatory Certifications,KC,410,kc
Regulatory Certifications,LPS,420,lps
Regulatory Certifications,MIL-STD-810F Test,430,milstd810f_test
Regulatory Certifications,MIL-STD-810G,440,milstd810g
Regulatory Certifications,MIL-STD-810G Test,450,milstd810g_test
Regulatory Certifications,RCM,460,rcm
Regulatory Certifications,REACH,470,reach
Regulatory Certifications,RoHS 3 (2015/863/EU),480,rohs_3_2015863eu
Regulatory Certifications,TUV Listed,490,tuv_listed
Regulatory Certifications,UKCA,495,ukca
Regulatory Certifications,UL 508,500,ul_508
Regulatory Certifications,UL 60950-1,510,ul_609501
Regulatory Certifications,UL 62368-1,520,ul_623681
Regulatory Certifications,UL/EN/IEC 62368-1 (UL E490677) NRTL + CB,522,ul/en/iec_623681_ul_e490677_nrtl_+_cb
Regulatory Certifications,UL/EN/IEC 60950-1(UL E490677) NRTL + CB,524,ul/en/iec_609501ul_e490677_nrtl_+_cb
Regulatory Certifications,UL Recognized Component,530,ul_recognized_component
Regulatory Certifications,UL/ETL Listed configurations available,535,ul_etl_listed_configurations
Regulatory Certifications,UL/IEC/EN 61010-1,536,ul_iec_en_610101
Regulatory Certifications,UL/IEC/EN 61010-2-201,539,ul_iec_en_610102201
Regulatory Certifications,UN Reg.10,540,un_reg10
Regulatory Certifications,VCCI,550,vcci
Regulatory Certifications,WEEE,560,weee
Regulatory Certifications,UL/IEC/EN 62368-1 (UL E490677) NRTL + CB UL/IEC/EN 60950-1(UL E490677) NRTL + CB,,ul/iec/en_623681_ul_e490677_nrtl_+_cb_ul/iec/en_609501ul_e490677_nrtl_+_cb
Regulatory Certifications,CISPR 32/35 & EN 55032/55035,,cispr_32/35_en_55032/55035
Regulatory Certifications,WEEE Directive (2012/19/EU),,weee_directive_2012/19/eu
Regulatory Certifications,REACH & CMRT Compliant,,reach_cmrt_compliant
Regulatory Certifications,Immunity per ISO 7637-2 & ISO 16750-2,,immunity_per_iso_76372_iso_167502
Regulatory Certifications,IEC 60601-1-2 / EN 55011,,iec_6060112_/_en_55011
Regulatory Certifications,Contact us for more information,570,contact
Reporting Category: Category,Components,,components
Reporting Category: Category,Industrial,,industrial
Reporting Category: Category,Rugged,,rugged
Reporting Category: Category,Server,,server
Reporting Category: Category,Manufacturing SKUs,,manufacturing_skus
Reporting Category: Category,Services,,services
Reporting Category: Category,ARM,,arm
Reporting Category: Category,Not Categorized,,not_categorized
Reporting Category: Category,Panel,,panel
Reporting Category: Category,Panel by Cincoze,,panel_by_cincoze
Reporting Category: Line,Components,,components
Reporting Category: Line,Coolers,,coolers
Reporting Category: Line,Display,,display
Reporting Category: Line,Engineering Parts,,engineering_parts
Reporting Category: Line,Fanless,,fanless
Reporting Category: Line,Fanned,,fanned
Reporting Category: Line,Fanned Rackmounts,,fanned_rackmounts
Reporting Category: Line,Industrial Displays,,industrial_displays
Reporting Category: Line,Legacy Industrial,,legacy_industrial
Reporting Category: Line,Legacy Rugged,,legacy_rugged
Reporting Category: Line,Memory,,memory
Reporting Category: Line,Motherboard Kits,,motherboard_kits
Reporting Category: Line,Operating Systems,,operating_systems
Reporting Category: Line,Other,,other
Reporting Category: Line,Packaging,,packaging
Reporting Category: Line,Panels,,panels
Reporting Category: Line,Performance,,performance
Reporting Category: Line,Power Supplies,,power_supplies
Reporting Category: Line,Processor,,processor
Reporting Category: Line,Rugged By Cincoze,,rugged_by_cincoze
Reporting Category: Line,Rugged By Neousys,,rugged_by_neousys
Reporting Category: Line,Rugged By OnLogic,,rugged_by_onlogic
Reporting Category: Line,Storage,,storage
Reporting Category: Line,1U & 1.5U Rackmount,,1u_15u_rackmount
Reporting Category: Line,Mid Tier,,mid_tier
Reporting Category: Line,Gateway,,gateway
Reporting Category: Line,Small Form Factor,,small_form_factor
Reporting Category: Line,Entry,,entry
Reporting Category: Line,High Performance,,high_performance
Reporting Category: Line,Standalone,,standalone
Reporting Category: Line,4U Rackmount,,4u_rackmount
Reporting Category: Line,2U Rackmount,,2u_rackmount
Reporting Category: Line,Rugged Jetson,,rugged_jetson
Reporting Category: Line,Jetson,,jetson
Reporting Category: Line,Support & Warranty,,support_warranty
Reporting Category: Line,Panel PC,,panel_pc
Reporting Category: Line,Raspberry Pi,,raspberry_pi
Reporting Category: Line,Custom Imaging and BIOS,,custom_imaging_and_bios
Reporting Category: Series,Extended Support Program,,extended_support_program
Reporting Category: Series,BIOS,,bios
Reporting Category: Series,Accessories,,accessories
Reporting Category: Series,Axial Series,,axial_series
Reporting Category: Series,Barebones,,barebones
Reporting Category: Series,Cables,,cables
Reporting Category: Series,Chassis,,chassis
Reporting Category: Series,CL100 Series,,cl100_series
Reporting Category: Series,CL200 Series,,cl200_series
Reporting Category: Series,CS Series,,cs_series
Reporting Category: Series,Components,,components
Reporting Category: Series,CV Series,,cv_series
Reporting Category: Series,DA Series,,da_series
Reporting Category: Series,DC Series,,dc_series
Reporting Category: Series,DE Series,,de_series
Reporting Category: Series,DI Series,,di_series
Reporting Category: Series,Displays,,displays
Reporting Category: Series,D Series,,d_series
Reporting Category: Series,DS Series,,ds_series
Reporting Category: Series,DX Series,,dx_series
Reporting Category: Series,Expansion,,expansion
Reporting Category: Series,FR200 Series,,fr200_series
Reporting Category: Series,GM Series,,gm_series
Reporting Category: Series,GP Series,,gp_series
Reporting Category: Series,Hardware,,hardware
Reporting Category: Series,Helix Series,,helix_series
Reporting Category: Series,HX300 Series,,hx300_series
Reporting Category: Series,HX400 Series,,hx400_series
Reporting Category: Series,HX500 Series,,hx500_series
Reporting Category: Series,HX600 Series,,hx600_series
Reporting Category: Series,IGT Series,,igt_series
Reporting Category: Series,IMB Series,,imb_series
Reporting Category: Series,Internal Power Supplies,,internal_power_supplies
Reporting Category: Series,K300 Series,,k300_series
Reporting Category: Series,K400 Series,,k400_series
Reporting Category: Series,K700 Series,,k700_series
Reporting Category: Series,K800 Series,,k800_series
Reporting Category: Series,Legacy Industrial,,legacy_industrial
Reporting Category: Series,Legacy Rugged,,legacy_rugged
Reporting Category: Series,MC500 Series,,mc500_series
Reporting Category: Series,MC600 Series,,mc600_series
Reporting Category: Series,MC800 Series,,mc800_series
Reporting Category: Series,MC850 Series,,mc850_series
Reporting Category: Series,Memory,,memory
Reporting Category: Series,MK100 Series,,mk100_series
Reporting Category: Series,MK150 Series,,mk150_series
Reporting Category: Series,MK200 Series,,mk200_series
Reporting Category: Series,MK400 Series,,mk400_series
Reporting Category: Series,ML100 Series,,ml100_series
Reporting Category: Series,ML200 Series,,ml200_series
Reporting Category: Series,ML250 Series,,ml250_series
Reporting Category: Series,ML300 Series,,ml300_series
Reporting Category: Series,ML400 Series,,ml400_series
Reporting Category: Series,ML500 Series,,ml500_series
Reporting Category: Series,ML600 Series,,ml600_series
Reporting Category: Series,Motherboards,,motherboards
Reporting Category: Series,M1000 Series,,m1000_series
Reporting Category: Series,Other,,other
Reporting Category: Series,PD Series,,pd_series
Reporting Category: Series,PH Series,,ph_series
Reporting Category: Series,NC100 Series,,nc100_series
Reporting Category: Series,NC200 Series,,nc200_series
Reporting Category: Series,NUC Series,,nuc_series
Reporting Category: Series,NRU Series,,nru_series
Reporting Category: Series,Nuvis Series,,nuvis_series
Reporting Category: Series,Nuvo Series,,nuvo_series
Reporting Category: Series,Onyx Series,,onyx_series
Reporting Category: Series,Operating Systems,,operating_systems
Reporting Category: Series,P100 Series,,p100_series
